ENTRY,DELTAG,UNCERTAINTY,CHARGE,REASON ENERGY COULD NOT BE ESTIMATED,,,,,,
C13615,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13616,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13617,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13618,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13619,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13620,19.54,5.96825,-2,,,,,,,
C13621,6.32,4.54065,-1,,,,,,,
C13622,-6.9,3.28679,0,,,,,,,
C13623,-11.42,2.28576,0,,,,,,,
C13624,-15.94,1.74867,0,,,,,,,
C13625,3.43,1.86914,0,,,,,,,
C13626,-55.42,1.92782,0,,,,,,,
C13627,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13628,-36.64,1.59715,0,,,,,,,
C13629,-52.17,1.76331,0,,,,,,,
C13630,-7.38,3.06599,0,,,,,,,
C13631,-52.17,1.76331,0,,,,,,,
C13632,-0.55,1.962,0,,,,,,,
C13633,-95.39,1.74198,-1,,,,,,,
C13634,-88.4,1.79768,0,,,,,,,
C13635,-77.71,0.935795,0,,,,,,,
C13636,-86.83,0.959344,0,,,,,,,
C13637,-9.91,0.866006,0,,,,,,,
C13638,-47.95,0.901828,0,,,,,,,
C13639,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13640,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13641,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13642,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13643,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13644,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13645,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13646,35.48,3.12403,2,,,,,,,
C13647,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13648,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13649,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13650,60.04,2.18172,1,,,,,,,
C13651,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13652,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13653,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13654,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13655,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13656,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13657,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13658,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13659,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13660,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13661,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13662,-263.13,6.87304,1,,,,,,,
C13663,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13664,71.86,2.49932,1,,,,,,,
C13665,14.75,1.66504,1,,,,,,,
C13666,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13667,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13668,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13669,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13670,-12.01,3.70998,0,,,,,,,
C13671,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13672,-127.08,1.59522,0,,,,,,,
C13673,-171.7,1.70427,-1,,,,,,,
C13674,32.681,3.02543,3,,,,,,,
C13675,52.34,2.3743,0,,,,,,,
C13676,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13677,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13678,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13679,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C13680,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13681,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C13682,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13683,251.81,11.1553,0,,,,,,,
C13684,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13685,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13686,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13687,212.67,13.9849,0,,,,,,,
C13688,-70.98,1.56032,0,,,,,,,
C13689,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13690,-164.87,1.27888,0,,,,,,,
C13691,-164.87,1.27888,0,,,,,,,
C13692,55.56,2.56684,0,,,,,,,
C13693,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13694,-48.77,1.05779,-1,,,,,,,
C13695,-55.14,1.69867,0,,,,,,,
C13696,-70.13,0.886816,0,,,,,,,
C13697,-8.93,1.68824,-1,,,,,,,
C13698,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13699,-33.428,3.9434,-1,,,,,,,
C13700,-80.24,1.09895,-1,,,,,,,
C13701,-78.63,1.05198,-1,,,,,,,
C13702,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13703,-85.59,2.3031,-1,,,,,,,
C13704,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13705,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13706,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13707,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13708,-0.14,2.55546,0,,,,,,,
C13709,3.29,2.56187,0,,,,,,,
C13710,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13711,22.26,2.25723,0,,,,,,,
C13712,-39.93,7.19143,0,,,,,,,
C13713,-76.16,7.19114,0,,,,,,,
C13714,-63.15,1.04644,0,,,,,,,
C13715,-1.37,2.81287,0,,,,,,,
C13716,-4.43,3.44665,0,,,,,,,
C13717,-63.15,1.04644,0,,,,,,,
C13718,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13719,-23.02,2.33612,0,,,,,,,
C13720,-21.53,1.02926,0,,,,,,,
C13721,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13722,-878.78,3.90594,-3,,,,,,,
C13723,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C13724,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C13725,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13726,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C13727,-841.33,3.89176,-3,,,,,,,
C13728,50,1.67652,1,,,,,,,
C13729,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13730,-95.55,2.29158,-2,,,,,,,
C13731,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13732,-176.74,1.34586,-3,,,,,,,
C13733,-127.26,1.65184,0,,,,,,,
C13734,-284.41,0.580625,-2,,,,,,,
C13735,-261.08,1.11012,-3,,,,,,,
C13736,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13737,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13738,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13739,-128.7,1.5928,0,,,,,,,
C13740,-623.23,3.07443,-4,,,,,,,
C13741,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13742,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13743,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13744,-675.48,3.52944,-3,,,,,,,
C13745,-439.725,6.921,-4,,,,,,,
C13746,-223.998,5.30455,-3,,,,,,,
C13747,-3.19,2.53769,0,,,,,,,
C13748,89.02,3.83745,-1,,,,,,,
C13749,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13750,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13751,52.39,2.96061,0,,,,,,,
C13752,50.77,2.95931,0,,,,,,,
C13753,25.77,2.95075,0,,,,,,,
C13754,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13755,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13756,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13757,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13758,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13759,-1.43,2.41933,0,,,,,,,
C13760,48.76,3.00335,0,,,,,,,
C13761,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13762,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13763,23.06,5.59062,1,,,,,,,
C13764,-26.6,6.00986,1,,,,,,,
C13765,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13766,97.55,5.32983,1,,,,,,,
C13767,-91.56,3.19154,0,,,,,,,
C13768,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13769,-17.82,2.01437,1,,,,,,,
C13770,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13771,40.23,3.12096,0,,,,,,,
C13772,96.13,2.41547,1,,,,,,,
C13773,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13774,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13776,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13777,69.95,4.6716,0,,,,,,,
C13778,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13779,139.25,3.93643,0,,,,,,,
C13780,148.49,3.43311,0,,,,,,,
C13781,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C13782,-48.41,9.86668,0,,,,,,,
C13783,241.58,4.23942,2,,,,,,,
C13784,146.26,2.71698,0,,,,,,,
C13785,55.06,2.40882,0,,,,,,,
C13786,30.79,3.09173,0,,,,,,,
C13787,-38.66,1.27291,-1,,,,,,,
C13788,234.53,5.80976,0,,,,,,,
C13789,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13790,-105.35,0.998127,-1,,,,,,,
C13791,-76.59,2.22912,-1,,,,,,,
C13792,-65.1,1.19027,-1,,,,,,,
C13793,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13794,157.89,3.59628,0,,,,,,,
C13795,-71.72,0.925695,0,,,,,,,
C13796,-22.05,3.69779,-1,,,,,,,
C13797,-31.07,7.13723,1,,,,,,,
C13798,-65.54,1.71183,-1,,,,,,,
C13799,-87.54,4.44963,0,,,,,,,
C13800,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13801,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13802,-90.55,1.75018,-1,,,,,,,
C13803,-73.21,7.12494,0,,,,,,,
C13804,-46.48,7.56091,0,,,,,,,
C13805,26.09,2.61404,0,,,,,,,
C13806,-44.14,2.64987,3,,,,,,,
C13807,-111.3,1.3327,-1,,,,,,,
C13808,-111.3,1.3327,-1,,,,,,,
C13809,-119.47,1.55833,-1,,,,,,,
C13810,-141.91,3.04117,0,,,,,,,
C13811,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13812,-141.91,3.04117,0,,,,,,,
C13813,-141.91,3.04117,0,,,,,,,
C13814,-141.91,3.04117,0,,,,,,,
C13815,72.72,2.42661,1,,,,,,,
C13816,-51.62,1.2473,-1,,,,,,,
C13817,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13818,-71.51,2.24134,-1,,,,,,,
C13819,-71.51,2.24134,-1,,,,,,,
C13820,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13821,-35.62,2.59012,0,,,,,,,
C13822,-99.96,3.14762,0,,,,,,,
C13823,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13824,67.33,3.85008,0,,,,,,,
C13825,-260.62,3.09621,-1,,,,,,,
C13826,-40.71,2.5568,0,,,,,,,
C13827,-15.9,1.9008,0,,,,,,,
C13828,22.13,2.01636,0,,,,,,,
C13829,47.73,2.38862,0,,,,,,,
C13830,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13831,-28.11,1.02266,0,,,,,,,
C13832,98.85,5.20664,0,,,,,,,
C13833,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13834,14.2,1.31473,0,,,,,,,
C13835,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13836,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13837,-554.26,13.4842,-1,,,,,,,
C13838,-36.81,2.05338,-1,,,,,,,
C13839,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13840,0.81,1.74625,0,,,,,,,
C13841,7.26,1.85139,0,,,,,,,
C13842,39.62,6.06235,-1,,,,,,,
C13843,16.09,2.7748,-1,,,,,,,
C13844,-7.99,2.00957,0,,,,,,,
C13845,-22.57,5.71612,0,,,,,,,
C13846,-18.39,1.49947,0,,,,,,,
C13847,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C13848,97.99,2.78346,0,,,,,,,
C13849,-496.45,16.2168,0,,,,,,,
C13850,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13851,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13852,122.7,2.94735,0,,,,,,,
C13853,56.95,3.30844,0,,,,,,,
C13854,-137.43,1.17769,0,,,,,,,
C13855,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13856,-35.03,2.26606,0,,,,,,,
C13857,-35.03,2.26606,0,,,,,,,
C13858,-73.99,1.74589,0,,,,,,,
C13859,-77.23,1.57896,0,,,,,,,
C13860,-51.63,1.65147,0,,,,,,,
C13861,-120.12,2.82336,0,,,,,,,
C13862,-66.4,2.84144,0,,,,,,,
C13863,-39.8,2.86466,0,,,,,,,
C13864,-47.28,2.64351,0,,,,,,,
C13865,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13866,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13867,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13868,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13869,-163.73,3.91554,0,,,,,,,
C13870,-218.81,1.49213,0,,,,,,,
C13871,-163.56,3.96168,0,,,,,,,
C13872,-58.52,5.84788,0,,,,,,,
C13873,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13874,-375.48,6.93064,0,,,,,,,
C13875,-258.93,3.6163,0,,,,,,,
C13876,-232.93,3.59175,0,,,,,,,
C13877,-315.63,3.02351,0,,,,,,,
C13878,-289.63,2.99411,0,,,,,,,
C13879,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13880,-395.27,2.9561,-1,,,,,,,
C13881,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13882,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13883,-387.3,3.03924,-1,,,,,,,
C13884,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13885,-599.8,3.03556,-2,,,,,,,
C13886,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13887,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13888,-491.08,3.19747,-1,,,,,,,
C13889,-332.62,2.82502,-1,,,,,,,
C13890,-540.62,2.82766,-2,,,,,,,
C13891,-650.56,2.95024,-2,,,,,,,
C13892,-612,3.50263,-2,,,,,,,
C13893,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13894,-205.21,3.63468,0,,,,,,,
C13895,-186.09,3.46437,0,,,,,,,
C13896,-254.03,6.00122,0,,,,,,,
C13897,-473.97,6.43826,0,,,,,,,
C13898,-394.17,2.93811,-1,,,,,,,
C13899,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13900,-387.7,2.9583,-1,,,,,,,
C13901,-341.47,2.94058,0,,,,,,,
C13902,-335,2.96077,0,,,,,,,
C13903,-216.04,2.66373,0,,,,,,,
C13904,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13905,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13906,-38.56,3.48704,0,,,,,,,
C13907,-848.91,4.42148,-2,,,,,,,
C13908,-979.02,7.0295,-2,,,,,,,
C13909,-993.79,8.20052,-2,,,,,,,
C13910,-50.47,0.813385,-1,,,,,,,
C13911,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13912,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13914,-21.63,1.78045,1,,,,,,,
C13915,-61.68,1.22891,1,,,,,,,
C13916,-46.24,2.38237,0,,,,,,,
C13917,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13918,-23.36,5.03873,0,,,,,,,
C13919,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13920,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13921,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13922,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13923,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13924,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13925,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13926,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13927,-137.25,3.94135,4,,,,,,,
C13928,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13929,-71.72,4.09774,4,,,,,,,
C13930,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13931,-147.97,3.36966,3,,,,,,,
C13932,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C13933,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13934,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13935,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13936,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13937,-647.53,6.08258,0,,,,,,,
C13938,-647.53,6.08258,0,,,,,,,
C13939,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13940,-563.82,6.62157,-2,,,,,,,
C13941,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13942,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13944,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13945,-101.35,0.683977,-1,,,,,,,
C13946,-65.1,1.19027,-1,,,,,,,
C13947,-87.46,1.246,-1,,,,,,,
C13948,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13949,-108.85,1.26641,-1,,,,,,,
C13950,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13952,-800.12,3.2124,-3,,,,,,,
C13953,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13954,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13955,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13956,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13957,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13958,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C13959,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13960,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13961,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13962,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13963,-112.03,2.34617,0,,,,,,,
C13964,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13965,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13966,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13967,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13968,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13969,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13970,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13971,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13972,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13973,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13974,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13975,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13976,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13977,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13978,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13979,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13980,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13981,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13982,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13983,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13984,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13985,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13986,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13987,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13988,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13989,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13990,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13991,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13993,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C13994,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13995,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13996,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13997,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13998,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C13999,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14000,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14001,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14002,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14003,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14004,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14005,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14006,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14007,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14008,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14009,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14010,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14011,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14012,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14013,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14014,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14015,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14016,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14017,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14018,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14019,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14020,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14021,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14022,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14023,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14024,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14026,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14027,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14028,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14029,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14030,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14031,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14032,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14033,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14034,-153.46,3.02102,-1,,,,,,,
C14035,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14036,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14037,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14038,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14039,8.21,1.02732,0,,,,,,,
C14040,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14041,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14042,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14043,-37.79,2.30187,0,,,,,,,
C14044,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14045,31.24,7.17606,0,,,,,,,
C14046,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14047,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14048,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14049,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
