ENTRY,DELTAG,UNCERTAINTY,REASON ENERGY COULD NOT BE ESTIMATED
R00001,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R00828,Not calculated,Not calculated,Charge imbalanced|Involves groups with unknown energies
R00829,7.056,1.08737,
R00830,2.156,1.19377,
R00831,5.246,1.09265,
R00832,-5.294,1.25997,
R00833,1.81,0.257149,
R00834,2.9,1.86338,
R00835,-2,1.60921,
R00836,-1.7,0.632032,
R00837,-3.113,0.692797,
R00838,-3.113,0.692797,
R00839,-3.113,0.692797,
R00840,1.68,0.94013,
R00841,-2.317,0.735634,
R00842,3.76,1.07969,
R00844,3.76,1.07969,
R00845,5.22,1.06983,
R00846,-27.9497,0.756099,
R00847,-4.5,0.23673,
R00848,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R00849,Not calculated,Not calculated,Involves unknown structures
R00850,0,2,
R00851,-3.614,1.17862,
R00853,-1.7,0.632032,
R00854,-1.7,0.632032,
R00855,-9.313,0.746895,
R00856,1.07,0.746895,
R00857,-4.813,0.694983,
R00858,28.261,3.54915,
R00859,Not calculated,Not calculated,Involves unknown structures
R00860,Not calculated,Not calculated,Involves unknown structures
R00861,Not calculated,Not calculated,Involves unknown structures
R00863,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R00864,-6.08,0.866025,
R00865,Not calculated,Not calculated,Involves unknown structures
R00866,-4.5,0.23673,
R00867,-4.5,0.23673,
R00868,2.01,1.70129,
R00870,2.01,1.70129,
R00871,3.76,1.07969,
R00872,-2.317,0.735634,
R00873,Not calculated,Not calculated,Involves unknown structures
R00874,-4.01,2.27403,
R00875,2.01,1.70129,
R00876,-4.5,0.23673,
R00877,-0.89,0.608878,
R00878,-0.89,0.608878,
R00879,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R00880,-4.583,2.15919,
R00881,-9.313,0.746895,
R00883,2.496,0.736864,
R00885,1.07,0.746895,
R00887,Not calculated,Not calculated,Involves unknown structures
R00888,-13.897,0.681919,
R00889,0,2,
R00890,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R00891,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R00892,2.918,2.03765,
R00893,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R00894,-6.354,0.856942,
R00895,0,2,
R00896,0,2,
R00897,-12.954,1.04616,
R00899,-0.463,0.848213,
R00900,Not calculated,Not calculated,Involves unknown structures
R00901,-3.5185,1.2034,
R00903,0,2,
R00904,-9.803,1.17612,
R00905,2.727,1.29616,
R00906,Not calculated,Not calculated,Charge imbalanced
R00907,1,0.351998,
R00908,-1,0.351998,
R00909,-2.003,0.984391,
R00910,-7.78,0.882611,
R00911,-0.463,0.848213,
R00912,-7.78,0.882611,
R00913,-3.903,1.68444,
R00914,5.757,1.20727,
R00915,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R00916,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R00917,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced
R00918,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R00919,15.89,1.15202,
R00920,-1.06,1.21342,
R00921,3.69,1.22568,
R00922,-7.136,1.61541,
R00923,-3.09,0.5417,
R00924,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R00925,-2.486,1.23168,
R00926,-24.586,1.17022,
R00927,5.246,1.09265,
R00928,-1.54,0.523643,
R00930,1.81,0.257149,
R00931,10.737,1.31301,
R00932,8.967,1.25569,
R00933,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R00934,-5.02,0.421433,
R00935,-7.136,1.61541,
R00936,0.59,1.37185,
R00937,Not calculated,Not calculated,Charge imbalanced
R00939,0.59,1.37185,
R00940,Not calculated,Not calculated,Charge imbalanced
R00941,-9.033,1.81848,
R00942,-6.354,0.856942,
R00943,-0.874,1.49255,
R00944,-5.943,1.48756,
R00945,-0.053,1.82578,
R00946,-6.406,1.27114,
R00947,-2.317,0.735634,
R00948,1.07,0.746895,
R00949,-4.5,0.23673,
R00951,-9.313,0.746895,
R00952,-0.796,0.676477,
R00953,-0.796,0.676477,
R00954,1.07,0.746895,
R00955,0,2,
R00956,1.07,0.746895,
R00957,-1.521,1.2319,
R00959,0,2,
R00960,0,2,
R00961,-6.817,0.717554,
R00962,-4.5,0.23673,
R00963,-2.317,0.735634,
R00964,-4.5,0.23673,
R00965,-1.32,0.732676,
R00966,3.01,0.976667,
R00967,-4.5,0.23673,
R00968,-4.5,0.23673,
R00969,-9.313,0.746895,
R00970,-4.5,0.23673,
R00973,-1.32,0.732676,
R00974,-5.143,1.45906,
R00975,-26.9597,1.07006,
R00976,Not calculated,Not calculated,Involves unknown structures
R00977,4.75,1.07315,
R00978,4.75,1.07315,
R00979,-10.47,0.815445,
R00980,-92.1197,1.37304,
R00982,-2.486,1.23168,
R00983,-132.59,1.87904,
R00984,-14.2,2.26382,
R00985,-39.437,1.7777,
R00986,-44.16,1.6284,
R00987,-12.813,0.560634,
R00988,-0.503,1.01133,
R00989,-4.054,1.28789,
R00990,-0.1,0.661856,
R00991,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R00992,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R00993,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R00994,-3.13,1.24076,
R00995,3.09,0.5417,
R00996,-5.7,0.686677,
R00997,-11.933,1.86492,
R00998,8.927,1.30861,
R00999,-9.653,0.915264,
R01000,6.22,1.09509,
R01001,-1.837,1.26467,
R01003,-2.317,0.735634,
R01004,-6.817,0.717554,
R01005,0,2,
R01006,-4.813,0.694983,
R01007,0,2,
R01008,0,2,
R01009,0,2,
R01010,-2.317,0.735634,
R01011,-4.5,0.23673,
R01012,-9.11,0.635473,
R01013,-3.614,1.17862,
R01014,5.22,0.537852,
R01015,-1.46,0.300689,
R01016,-10.834,0.6279,
R01018,-4.5,0.23673,
R01019,-55.713,4.51748,
R01020,Not calculated,Not calculated,Charge imbalanced
R01021,-4.5,0.23673,
R01022,-26.4897,0.741944,
R01023,-3.614,1.17862,
R01025,Not calculated,Not calculated,Involves unknown structures
R01026,-3.683,0.840143,
R01027,-4.5,0.23673,
R01028,-16.313,1.00154,
R01029,-2.143,0.675486,
R01030,-4.813,0.694983,
R01031,Not calculated,Not calculated,Involves groups with unknown energies
R01032,Not calculated,Not calculated,Involves groups with unknown energies
R01033,Not calculated,Not calculated,Involves groups with unknown energies
R01034,3.76,1.07969,
R01036,5.22,1.06983,
R01039,3.76,1.07969,
R01041,5.22,1.06983,
R01043,-2.317,0.735634,
R01044,-3.074,0.735634,
R01045,Not calculated,Not calculated,Involves unknown structures
R01046,-10.842,3.53585,
R01047,-9.167,0.603166,
R01048,-10.977,0.618964,
R01049,-4.5,0.23673,
R01050,-4.5,0.23673,
R01051,-4.5,0.23673,
R01052,2.496,0.736864,
R01053,-9.284,0.754438,
R01054,-9.313,0.746895,
R01055,-11.947,0.694816,
R01056,0.62,1.30148,
R01057,0,2,
R01058,-9.803,1.17612,
R01059,-4.5,0.23673,
R01061,-0.356,1.19502,
R01063,-0.356,1.19502,
R01064,0.75,0.292867,
R01066,1.68,1.26913,
R01067,1.75,1.28569,
R01068,4.31,1.23134,
R01069,4.31,1.23134,
R01070,4.31,1.23134,
R01071,7.68,2.95933,
R01072,10.933,0.924103,
R01073,10.47,0.815445,
R01074,22.1,0.708061,
R01075,-2.486,1.23168,
R01076,-4.723,0.88056,
R01077,-0.463,0.848213,
R01078,Not calculated,Not calculated,Charge imbalanced
R01079,Not calculated,Not calculated,Involves unknown structures
R01080,-0.733,0.964152,
R01081,0.67,0.651178,
R01082,0.613,0.872726,
R01083,7.34,0.933038,
R01085,-12.813,0.560634,
R01086,7.34,0.933038,
R01087,0,2,
R01088,8.687,1.31216,
R01089,-5.294,1.25997,
R01090,0,2,
R01091,0,2,
R01092,-4.5,0.23673,
R01093,Not calculated,Not calculated,Charge imbalanced
R01094,-1.76,1.6592,
R01095,Not calculated,Not calculated,Charge imbalanced
R01096,-2,1.60921,
R01097,-1.76,1.6592,
R01098,-39.1927,1.76547,
R01099,-26.4897,0.741944,
R01100,-3.113,0.692797,
R01101,-3.113,0.692797,
R01103,-3.113,0.692797,
R01104,-3.113,0.692797,
R01105,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R01106,Not calculated,Not calculated,Involves unknown structures
R01108,0.478,2.23674,
R01109,0,2,
R01110,0,2,
R01111,0,2,
R01112,0.478,2.23674,
R01113,0,2,
R01115,Not calculated,Not calculated,Involves unknown structures
R01117,-3.43,0.736571,
R01118,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R01119,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R01120,Not calculated,Not calculated,Involves unknown structures
R01121,-7.804,0.94455,
R01122,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R01123,0.66,0.418925,
R01126,-2.317,0.735634,
R01127,-2.583,2.29918,
R01128,-0.733,0.964152,
R01130,1.577,1.55505,
R01131,-4.5,0.23673,
R01132,3.01,0.976667,
R01134,10.46,1.35728,
R01135,-2.594,1.29949,
R01137,0,2,
R01138,4.61,0.654305,
R01139,-4.5,0.23673,
R01140,-4.5,0.23673,
R01142,-90.0416,1.44708,
R01143,-90.0416,1.44708,
R01144,1.107,0.838025,
R01145,-13.063,1.11762,
R01146,-37.28,4.48972,
R01147,-2.55,0.426032,
R01148,0,2,
R01149,-4.26,0.814372,
R01150,-6.354,0.856942,
R01151,-24.0227,1.03587,
R01152,2.727,1.29616,
R01153,-10.46,2.36612,
R01154,-5.294,1.25997,
R01155,-1,0.351998,
R01156,-2.003,0.984391,
R01157,-3.903,1.68444,
R01158,-4.583,2.15919,
R01159,-6.74,2.32676,
R01160,-5.294,1.25997,
R01161,0,2,
R01163,Not calculated,Not calculated,Charge imbalanced
R01164,-7.78,0.882611,
R01166,-0.463,0.848213,
R01167,-3.09,0.5417,
R01168,-0.19,0.887102,
R01169,Not calculated,Not calculated,Involves unknown structures
R01171,16.55,1.19027,
R01172,-4.046,1.52188,
R01173,-4.046,1.52188,
R01174,3.69,1.22568,
R01175,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R01176,-2.486,1.23168,
R01177,7.056,1.08737,
R01178,Not calculated,Not calculated,Involves unknown structures
R01179,1.54,0.523643,
R01180,10.777,1.27871,
R01181,1.81,0.257149,
R01182,-4.5,0.23673,
R01183,2.3,1.11438,
R01184,-111.677,1.19837,
R01185,-2.317,0.735634,
R01186,-2.317,0.735634,
R01187,-2.317,0.735634,
R01188,-4.36,2.22091,
R01189,-4.36,2.22091,
R01190,-4.36,2.22091,
R01191,-4.36,2.22091,
R01192,-1.7,0.632032,
R01193,-4.813,0.694983,
R01194,-3.113,0.692797,
R01195,Not calculated,Not calculated,Involves unknown structures
R01196,Not calculated,Not calculated,Involves unknown structures
R01197,Not calculated,Not calculated,Involves unknown structures
R01199,Not calculated,Not calculated,Involves unknown structures
R01200,-2.003,0.984391,
R01201,-4.5,0.23673,
R01202,-7.483,1.92638,
R01203,-39.1927,1.76547,
R01204,-5.294,1.25997,
R01205,-1.7,0.632032,
R01206,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R01207,0,2,
R01209,-6.747,0.684249,
R01210,-8.136,1.5977,
R01211,4.55,1.23569,
R01212,8.687,1.31216,
R01213,8.927,1.30861,
R01214,0,2,
R01215,0,2,
R01216,6.64,0.621126,
R01217,Not calculated,Not calculated,Involves unknown structures
R01218,1.92,1.94167,
R01220,1.92,1.94167,
R01221,2.09,2.39113,
R01224,3.79,1.93143,
R01225,-1.473,1.85618,
R01226,-1.473,1.85618,
R01227,-2.317,0.735634,
R01228,-4.5,0.23673,
R01229,3.01,0.976667,
R01230,0.64,1.2715,
R01231,-4.083,1.3839,
R01232,-9.313,0.746895,
R01233,-9.313,0.746895,
R01234,-9.293,2.16871,
R01235,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R01236,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R01237,Not calculated,Not calculated,Involves unknown structures
R01238,-0.1,0.661856,
R01239,-4.36,2.22091,
R01240,-1.7,0.632032,
R01241,3.683,0.840143,
R01242,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R01243,-16.313,1.00154,
R01244,-8.483,1.31518,
R01245,-0.733,0.964152,
R01246,-2.43,1.4902,
R01248,-0.99,1.24796,
R01249,-2.43,1.4902,
R01251,-0.99,1.24796,
R01252,-110.08,0.830319,
R01253,Not calculated,Not calculated,Involves unknown structures
R01255,0,2,
R01256,-1.06,1.21342,
R01257,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R01258,9.927,1.339,
R01259,-21.7827,1.09492,
R01260,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R01261,-1.24,0.384678,
R01262,0,2,
R01263,-16.003,0.818234,
R01264,-15.2927,1.17757,
R01265,0,2,
R01266,6.727,0.800414,
R01267,-6.527,4.97303,
R01268,-4.723,0.88056,
R01269,-3.8,2.35135,
R01270,-3.673,1.02208,
R01271,0.07,1.03389,
R01273,-3.673,1.02208,
R01274,-5.757,1.20727,
R01277,-4.046,1.52188,
R01278,16.55,1.19027,
R01279,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R01280,-2.486,1.23168,
R01281,2.156,1.19377,
R01282,Not calculated,Not calculated,Involves unknown structures
R01283,1.761,1.14096,
R01285,-1.837,1.26467,
R01286,-1.837,1.26467,
R01287,-12.954,1.04616,
R01288,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R01289,-5.673,1.10362,
R01290,-5.673,1.10362,
R01291,-3.684,1.6512,
R01292,0,2,
R01293,-9.803,1.17612,
R01294,-9.803,1.17612,
R01295,-95.8267,1.31456,
R01296,-95.8267,1.31456,
R01297,-95.9267,1.38919,
R01298,-95.8267,1.31456,
R01299,-95.9267,1.38919,
R01300,-2.486,1.23168,
R01301,-5.757,1.20727,
R01302,35.73,1.5921,
R01303,Not calculated,Not calculated,Involves unknown structures
R01304,-1.7,0.632032,
R01305,-121.7,0.753861,
R01306,Not calculated,Not calculated,Involves unknown structures
R01307,Not calculated,Not calculated,Involves groups with unknown energies
R01308,9.486,1.65948,
R01309,-4.286,1.35097,
R01310,-4.813,0.694983,
R01312,-4.813,0.694983,
R01313,-2.143,0.675486,
R01314,-2.143,0.675486,
R01315,-2.143,0.675486,
R01316,-2.143,0.675486,
R01317,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R01318,-3.614,1.17862,
R01319,-3.614,1.17862,
R01320,23.87,3.12644,
R01321,-4.5,0.23673,
R01322,-1.06,1.21342,
R01323,-1.54,0.523643,
R01324,1.42,0.436061,
R01325,1.473,0.898103,
R01326,-4.5,0.23673,
R01327,-4.5,0.23673,
R01328,-4.813,0.694983,
R01329,-3.113,0.692797,
R01330,-4.5,0.23673,
R01331,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R01332,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R01333,-9.803,1.17612,
R01334,-2.317,0.735634,
R01335,Not calculated,Not calculated,Involves unknown structures
R01336,-2.5,0.823477,
R01337,-9.803,1.17612,
R01338,-9.803,1.17612,
R01339,-1.24,0.384678,
R01340,-21.7827,1.09492,
R01341,-25.4897,0.777929,
R01342,Not calculated,Not calculated,Involves unknown structures
R01343,-2.24,0.521421,
R01344,1.24,0.384678,
R01345,-1.24,0.384678,
R01346,-1.24,0.384678,
R01347,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R01348,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R01349,-5.33,2.22272,
R01350,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R01351,-2.143,0.675486,
R01352,-2.143,0.675486,
R01353,2.63,0.290389,
R01354,22.1,0.708061,
R01355,4.98,0.449096,
R01357,-2.486,1.23168,
R01358,-5.757,1.20727,
R01359,1.54,0.523643,
R01360,0.71,0.395815,
R01361,3.76,1.07969,
R01364,12.813,0.560634,
R01365,0,2,
R01366,-7.72,0.751206,
R01367,77.663,5.30512,
R01368,-3.614,1.17862,
R01369,-2.143,0.675486,
R01370,6.22,1.09509,
R01371,6.22,1.09509,
R01372,-109.72,0.836599,
R01373,-29.067,1.65133,
R01374,Not calculated,Not calculated,Involves unknown structures
R01375,0,2,
R01376,0,2,
R01377,-4.09,0.595908,
R01378,4.95,0.732417,
R01381,1.07,0.746895,
R01383,Not calculated,Not calculated,Involves unknown structures
R01384,-1.29,0.608265,
R01385,0,2,
R01386,-2.18,0.962986,
R01387,0,2,
R01388,6.22,1.09509,
R01390,10.75,1.09688,
R01392,6.22,1.09509,
R01393,-4.09,0.595908,
R01394,-1,0.351998,
R01395,2.97,0.743418,
R01396,-8.984,0.874223,
R01397,-8.984,0.874223,
R01398,-8.984,0.874223,
R01399,-8.984,0.874223,
R01400,Not calculated,Not calculated,Involves unknown structures
R01401,-0.733,0.964152,
R01402,1.584,0.969017,
R01403,16.55,1.19027,
R01404,16.55,1.19027,
R01406,-2.486,1.23168,
R01407,Not calculated,Not calculated,Involves unknown structures
R01408,0.273,6.45675,
R01409,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R01410,-29.477,5.36142,
R01411,-5.143,1.45906,
R01412,-106.47,0.775471,
R01413,Not calculated,Not calculated,Involves unknown structures
R01414,6.33,1.08743,
R01415,6.33,1.08743,
R01416,-12.383,1.71492,
R01417,0.69,0.715629,
R01418,3.903,1.68444,
R01419,-9.803,1.17612,
R01420,-9.803,1.17612,
R01421,-9.447,0.754614,
R01422,-2.486,1.23168,
R01423,-6.643,0.693232,
R01424,-0.463,0.848213,
R01425,-0.463,0.848213,
R01426,9.486,1.65948,
R01427,Not calculated,Not calculated,Atoms imbalanced
R01429,-2,1.60921,
R01430,-2,1.60921,
R01431,4.7,1.75914,
R01432,-0.89,0.608878,
R01433,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R01434,8.687,1.31216,
R01437,-3.09,0.5417,
R01438,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R01440,-2.66,0.55499,
R01441,-4.5,0.23673,
R01442,-33.7097,1.41262,
R01443,Not calculated,Not calculated,Involves unknown structures
R01444,-3.113,0.692797,
R01445,0,2,
R01446,-9.803,1.17612,
R01447,0,2,
R01448,-16.313,1.00154,
R01449,0,2,
R01450,0,2,
R01451,10.3,1.58855,
R01452,Not calculated,Not calculated,Involves groups with unknown energies
R01453,Not calculated,Not calculated,Involves groups with unknown energies
R01454,-95.8067,1.3123,
R01456,10.3,1.58855,
R01457,17.54,1.15714,
R01459,-30.9597,0.839879,
R01460,-3.113,0.692797,
R01461,-3.614,1.17862,
R01462,-2.143,0.675486,
R01463,-96.1867,1.35632,
R01465,3.76,1.07969,
R01466,-4.127,0.779283,
R01467,0,2,
R01468,-4.5,0.23673,
R01469,-24.0227,1.03587,
R01470,-4.813,0.694983,
R01471,1.07,0.746895,
R01472,0,2,
R01473,0,2,
R01474,Not calculated,Not calculated,Involves unknown structures
R01476,-4.5,0.23673,
R01478,-3.113,0.692797,
R01480,-3.113,0.692797,
R01481,2.9,1.86338,
R01482,-0.89,0.608878,
R01483,-1.963,1.87391,
R01484,-7.803,1.33593,
R01485,-3.5846,1.12956,
R01486,Not calculated,Not calculated,Involves unknown structures
R01487,Not calculated,Not calculated,Involves unknown structures
R01488,Not calculated,Not calculated,Involves unknown structures
R01489,Not calculated,Not calculated,Involves unknown structures
R01490,Not calculated,Not calculated,Involves unknown structures
R01491,Not calculated,Not calculated,Involves unknown structures
R01492,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R01493,-14.763,0.773539,
R01494,-14.763,0.773539,
R01495,-4.5,0.23673,
R01496,9.006,1.21096,
R01497,-1.7,0.632032,
R01498,-3.113,0.692797,
R01500,-1.7,0.632032,
R01501,Not calculated,Not calculated,Involves unknown structures
R01502,-3.113,0.692797,
R01503,-5.74,0.451684,
R01504,-1.6,0.693232,
R01505,-10.56,1.98449,
R01506,-95.6397,1.58564,
R01507,-72.0097,1.62156,
R01508,Not calculated,Not calculated,Involves unknown structures
R01509,-6.354,0.856942,
R01510,-7.78,0.882611,
R01511,-2.317,0.735634,
R01512,2.63,0.290389,
R01513,6.22,1.09509,
R01514,-4.5,0.23673,
R01515,-9.447,0.754614,
R01516,-2.317,0.735634,
R01517,2.63,0.290389,
R01518,0,2,
R01519,-5.483,1.42078,
R01520,-2,1.60921,
R01521,-2,1.60921,
R01522,-33.7097,1.41262,
R01523,-4.5,0.23673,
R01524,3.76,1.07969,
R01525,3.76,1.07969,
R01526,-4.55,1.19475,
R01528,0.67,1.22719,
R01529,0,2,
R01530,-1.46,0.300689,
R01532,Not calculated,Not calculated,Involves unknown structures
R01533,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R01535,0,2,
R01536,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R01537,Not calculated,Not calculated,Involves unknown structures
R01538,-8.167,0.693353,
R01540,-8.167,0.693353,
R01541,-4.5,0.23673,
R01542,3.76,1.07969,
R01543,5.22,1.06983,
R01544,-5.7,0.686677,
R01547,0,2,
R01548,-4.5,0.23673,
R01549,-4.5,0.23673,
R01550,-0.94,1.19619,
R01553,22.26,5.31528,
R01555,-0.796,0.676477,
R01556,-3.614,1.17862,
R01557,0,2,
R01558,-5.226,1.34184,
R01559,-2.74,0.576865,
R01560,-8.483,1.31518,
R01561,1.584,0.969017,
